날짜,시간,광역,지역,종류,코드,내용,긴급도
2024-09-21,22:05:05,전라남도,화순군,호우,6,금일 집중호우로 22일(일) 새벽 2~3시경 동복댐 방류가 예상됨. 방류로 인한 하천변 수위 상승이 예상되오니 주의하시기 바랍니다.[화순군],2
2024-09-21,4:45:37,경상북도,예천군,산사태,4,"9. 21. 04:39부 산사태 주의보 발령, 산사태취약지역 및 산림 인근 주민들은 마을대피소 등 안전한 곳으로 대피하시기 바랍니다.[예천군]",4
2024-01-10,7:28:05,경상남도,함안군,교통,20,국도 5호선(칠북 덕남교차로~이룡교차로) 교통사고 발생으로 도로가 막혀 통행불가하니 국도5호선 이용객은 다른 경로로 우회하시기 바랍니다.[함안군],2
2024-07-17,20:36:21,경기도,한국수자원공사,하천,23,17일 21시부터 한탄강댐 상용여수로 자연월류로 하천수위 상승 예상. 하천 주변에 계신 경우 안전한 곳으로 대피 바랍니다. [한국수자원공사],2
2024-07-24,7:07:25,강원특별자치도,행정안전부,호우,6,"오늘 07:00 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 하천 범람에 주의하세요. [행정안전부]",3
2024-07-02,8:15:00,부산광역시,연제구,호우,6,"집중호우로 온천천 산책로 전 구간이 통제되었으니, 주민들께서는 하천 출입을 금지하여 주시기 바랍니다. [연제구]",2
2024-08-18,11:15:19,경기도,가평군,물놀이,21,"물놀이 안전수칙 준수
▲구명조끼 반드시 착용 ▲충분한 준비운동 ▲ 물놀이 금지(우천시, 음주후, 야간) ▲어린이는 반드시 보호자 동반[가평군]",1
2023-10-22,11:46:03,대구광역시,,실종,18,"[대구경찰청] 서구에서 실종된 양희팔씨(남, 86세)를 찾습니다 - 165cm,검정긴팔티,검정체육복바지,지팡이,가방,신발없음 vo.la/TqPjN / ☎182",1
2024-06-29,21:30:16,전북특별자치도,장수군,호우,6,"오늘 21:00 장수군 호우주의보 발효. 내일 새벽 강한비 예상. 산사태, 상습침수등 위험지역 야외활동 자제 바랍니다. [장수군]",3
2025-02-06,9:00:11,충청남도,금산군,한파,15,"한파로 인한 빙판길 주의 △도로 결빙에 주의하여 안전운전 △수도 동파주의, 난방기 화재주의 △축사, 시설하우스 동해예방 등 유의바랍니다.[금산군]",2
2024-08-14,10:55:42,전북특별자치도,부안군,물놀이,21,"물놀이 안전사고 예방을 위해 충분한 준비운동, 구명조끼착용, 음주 후 수영금지, 어린이는 보호자와 동반 등 안전수칙을 지켜주시기 바랍니다. [부안군]",1
2024-01-07,7:00:07,경기도,시흥시청,한파,15,"시흥시 전역에 내린 눈이 얼어 인도 및 도로에 결빙이 우려되오니, 낙상사고 방지 및 차량 감속운전 등 안전에 유의하시기 바랍니다.[시흥시청]",2
2024-03-07,18:03:29,부산광역시,기장군,교통,20,밤부터 기온이 하강하여 도로 결빙이 우려되니 차량 운전 시 감속운행 및 도로 살얼음 미끄럼 사고에 주의하시기 바랍니다. [기장군],2
2024-01-23,4:58:15,제주특별자치도,행정안전부,대설,13,"오늘 05시00분 대설경보 발령. 야외 활동과 차량 운행을 자제하시고, 교통혼잡이 예상되니 출퇴근 시에는 대중교통을 이용해 주세요. [행정안전부]",3
2024-08-08,10:17:03,전라남도,신안군,물놀이,21,물놀이 안전사고 예방을 위해 ▲구명조끼 착용 ▲충분한 준비운동 ▲야간 및 음주 후 수영금지 ▲어린이는 보호자 동반 등 물놀이 안전수칙을 준수 바랍니다. [신안군],1
2023-09-13,11:30:22,서울특별시,,실종,18,"[서울경찰청] 동대문구에서 목격된 이종형씨(남,80세)를 찾습니다 -175cm,75kg,고동색잠바,쥐색긴바지,슬리퍼 
vo.la/ASxLz / ☎182",1
2024-08-15,9:32:54,경상남도,양산시,폭염,7,"폭염지속중▲무더운시간 외출 및 야외작업 자제▲외출시 모자나 양산 사용▲폭염안전수칙(물,그늘,휴식) 준수▲물놀이시 음주수영 및 다이빙 금지, 구명조끼 착용[양산시]",2
2025-03-24,14:55:27,경상북도,의성군,산불,3,(대피명령 발령) 산불 확산으로 단촌면 장림리 주민과 등산객은 단촌초등학교로 대피하시기바랍니다.  [의성군],4
2024-08-01,6:57:55,인천광역시,인천서구청,화재,19,금일06:15 인천청라동149-2 제일풍경채2차아파트지하주차장화재발생. 주민들께서는 지하주차장 출입을금지하시고안전한곳으로대피하여주시기바랍니다[인천서구청],4
2024-01-07,21:10:27,전라북도,무주군,한파,15,오늘 21시 한파 주의보 발령  ▲수도 동파 대비 ▲농작물 피해 대비 ▲외출 자제 ▲도로 결빙 주의 등 주변 취약계층 분들께도 관심 바랍니다.[무주군],3
2025-02-08,11:01:39,전북특별자치도,행정안전부,한파,15,"오늘 11:00 전북(진안,임실) 한파경보. 보온에 신경 쓰시고 야외 활동은 가급적 자제, 수도 계량기는 헌 옷 등으로 감싸 동파 방지. [행정안전부]",3
2024-12-22,17:53:23,전라남도,장흥군,화재,19,금일 16:31경 장평면 봉림리 395-1 재활용 공장화재로 인하여 유독가스 피해가 우려되오니 해당 지역 우회 등 안전에 유의하시기 바랍니다.[장흥군],2
2023-12-16,11:37:31,경상북도,포항시,강풍,17,"강한 바람이 포항 전역에 예상되오니, 간판 등 부착물 고정, 선박 묶기, 비닐하우스 등 시설물 피해 주의, 해안접근 금지 등 안전에 주의 바랍니다. [포항시]",2
2024-08-17,9:59:21,경상북도,상주시,물놀이,21,"▲구명조끼 반드시 착용 ▲충분한 준비운동 ▲ 물놀이 금지(우천시, 음주후, 야간) ▲어린이는 보호자 동반. 여름철 물놀이를 위한 안전수칙 준수바랍니다[상주시]",1
2024-08-25,13:19:19,충청남도,금산군,물놀이,21,"부리면 방우리 산16-1번지 인근 금강변, 24일(토) 익사사고 발생하였음. 물놀이에 각별한 주의 부탁드립니다.[금산군]",2
2024-06-28,15:18:52,경기도,경기북부경찰청,실종,18,"고양시 주민인 강옥순씨(여,81세)를 찾습니다-155cm,45kg,하늘색긴팔상의,검정긴바지,진한갈색크로스백
vo.la/GveHX /☎182 [경기북부경찰청]",1
2024-11-11,17:11:01,대구광역시,대구경찰청,실종,18,"서구 주민인 최옥이씨(여,70세)를 찾습니다-163cm,50kg,마른체격,파란색경량패딩,꽃무늬바지
vo.la/FPTgUt /☎182 [대구경찰청]",1
2024-01-22,5:51:50,제주특별자치도,제주도,교통,20,"1100도로, 전면통제/1산록도로, 대.소형체인/516도로,명림로, 소형체인/제주경찰청 도로통제상황 확인바랍니다[제주도]",1
2024-08-19,13:24:34,전북특별자치도,순창군,물놀이,21,물놀이 안전사고 예방을 위해 ▲준비운동하기 ▲구명조끼 착용 ▲음주후 수영금지 ▲어린이는 보호자와 함께하기 등 물놀이 안전수칙을 준수 바랍니다. [순창군],1
2024-09-17,14:00:16,경상남도,남해군,폭염,7,폭염주의보 연일 지속중▲부모님께 안부전화▲우리마을 이웃 안부확인▲물·그늘·휴식으로 온열질환 예방▲폭염 속 남해군민 모두 안녕해 주시길 바랍니다.[남해군],2
2024-07-21,16:08:16,경상남도,행정안전부,폭염,7,오늘 16:00 폭염경보. 야외 활동을 자제하세요. 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [행정안전부],3
2024-07-06,10:19:02,경상북도,경주시,폭염,7,"무더위가 지속되고 있습니다. 야외 활동을 자제하시고 충분한 수분 섭취, 그늘에서 휴식을 취하는 등 온열질환 예방 및 건강관리에 유의하기시 바랍니다. [경주시]",2
2023-09-06,9:29:34,충청북도,,실종,18,"[충북경찰청] 경찰은 청주시에서 실종된 이범성씨(남, 69세)를 찾습니다 -175cm, 100kg, 노란색잠바 vo.la/iAJ4h / ☎182",1
2024-05-30,14:11:55,대구광역시,대구경찰청,실종,18,"북구에서 실종된 전숙경씨(여,56세)를 찾습니다 -156cm,흰색점퍼,검정바지,흰색신발,긴파마머리(앞쪽흰머리) vo.la/hWeSX / ☎182 [대구경찰청]",1
2025-01-27,10:29:24,충청북도,영동군,대설,13,"오늘 10:00 영동군 대설주의보 발령. 야외 활동과 차량운행을 자제하시고, 차량운행 시 감속운행 및 차간 거리를 충분히 확보하시기 바랍니다. [영동군]",3
2024-08-16,10:01:10,전북특별자치도,군산시,폭염,7,"폭염경보 발효 중. 작업장소 주변 시원한 물 비치,더운 시간대 업무량 조절 및 휴식, 낮시간대 외출자제 및 무더위 쉼터 이용 등 건강관리에 유의바랍니다 [군산시]",2
2024-11-09,14:57:07,경기도,부천시청,화재,19,"현재 심곡동 339-9 화재로 연기 다량 발생. 인근 지역에서는 창문을 닫고 안전에 유의하시기 바라며, 차량은 이 지역을 우회하시기 바랍니다. [부천시청]",2
2024-08-03,14:57:28,경상북도,상주시,폭염,7,"상주시 폭염경보 발효중. 무더위 시간대(14~17시) 야외작업 자제, 폭염안전수칙(물,그늘,휴식)준수 등 건강에 유의하시기 바랍니다. [상주시]",2
2023-10-25,18:52:40,대전광역시,,실종,18,"[대전경찰청] 유성구에서 실종된 박죽웅씨(남, 78세)를 찾습니다 - 166cm, 마른체격, 자주색잠바, 회색바지, 회색베레모 vo.la/OFrth / ☎182",1
2024-08-10,13:09:43,전북특별자치도,김제시,폭염,7,"오늘 김제시 폭염경보 발효중. 야외 활동을 자제하세요, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [김제시]",2
2025-01-29,7:04:04,전라남도,영암군,한파,15,밤 사이 눈 및 기온 강하로 도로 결빙 ▲차량운전 시 서행 및 차간거리 유지 ▲보행자 낙상사고 주의 등 안전에 유의바랍니다.[영암군],2
2025-03-25,15:06:06,경상북도,의성군,산불,3,"(대피명령 발령) 산불 확산으로 비안면 자락리, 산제2리 주민과 등산객은 비안만세센터로 대피하시기바랍니다. [의성군]",4
2023-09-30,0:29:21,부산광역시,,기타,24,[부산진구] 9.29. 밤 가야동 384-82번지 인근에 멧돼지 1마리가 출몰하였으니 인근을 지나는 주민께서는 주의하시기 바랍니다,3
2024-08-18,10:06:37,경상북도,영양군,물놀이,21,여름철 물놀이 사고 예방을 위해 안전수칙을 준수하여 주시기 바랍니다 ▲충분한 준비운동▲구명조끼 착용▲음주 및 야간 수영 금지▲어린이는 보호자와 동행 [영양군],1
2024-08-02,13:04:16,충청북도,괴산군,폭염,7,"괴산군 폭염경보 지속 발효 중. ▲낮시간 논, 밭, 건설현장 등 야외활동자제 ▲폭염 안전수칙(물, 그늘, 휴식) 준수 등 건강관리에 유의하세요. [괴산군]",2
2024-09-21,11:19:30,전라남도,행정안전부,호우,6,"오늘 10:50 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 대피 권고를 받으면 즉시 대피하세요. [행정안전부]",3
2025-04-02,11:13:25,경상북도,영천시,건조,2,"건조한 날씨로 산불 위험이 매우 높으니 ▶산림인접지 영농부산물, 쓰레기 소각 금지 ▶화목보일러 및 담배꽁초 불씨관리 등 산불예방에 적극 협조바랍니다. [영천시]",1
2024-11-07,16:35:18,충청남도,충남경찰청,실종,18,"당진시 합덕읍에서 실종된 홍순자씨(여,71세)를 찾습니다- 150cm,45kg,마른체형,줄무늬터셔츠,청바지 vo.la/vRUplg /☎182 [충남경찰청]",1
2024-04-24,14:53:28,강원특별자치도,태백시,안개,8,통리~도계구간 짙은 안개로 가시거리가 매우 짧습니다. ▲차간 안전거리 유지 ▲운전시 서행 ▲비상등 점멸 등 안전에 유의하세요.[태백시],2
2023-11-18,5:32:35,경상남도,,한파,15,[밀양시] 밀양시 일부구간에 눈과 비로인해 도로와 인도가 결빙되어 차량 서행운전및 안전사고에 유의하시기 바랍니다.,2
2024-10-26,10:00:19,경상북도,김천시,교통,20,"오늘 사명대사공원 김밥축제로 인파 및 교통 혼잡 등 안전사고 발생이 우려되니 스포츠타운, 태화초 셔틀버스, 대중교통 등을 이용바랍니다. [김천시]",1
2024-05-26,10:25:08,경상남도,경남경찰청,실종,18,"김해시에서 배회중인 이재곤씨(남,81세)를 찾습니다-150cm,45kg,흑색커트머리,회색자켓,검정바지,검정운동화
vo.la/MmEdg / ☎112 [경남경찰청]",1
2024-06-30,7:00:40,전라남도,영암군,호우,6,"장마철 많은 호우가 예상됩니다. ▲노약자 외출자제▲하천, 산사태위험지역, 붕괴우려지역 등 접근금지▲강풍 낙하물 주의 등 안전에 유의바랍니다. [영암군]",2
2024-07-16,4:13:08,전라남도,완도군,호우,6,오늘 완도군 지역에 많은 비로 산사태 주의보 발령. 산림 주변 야외활동 자제와 입산금지 등 안전에 유의하시기 바랍니다. [완도군],3
2024-06-24,12:16:29,경기도,화성시,화재,19,금일 10:31경 서신면 전곡리 1103-2 공장화재로 인해 연기가 많이 발생하고 있습니다. 인근 주민은 외출을 자제하는 등 안전에 유의하시길 바랍니다.[화성시],2
2024-08-04,16:20:33,경상북도,의성군,폭염,7,습도 높은 폭염으로 오늘밤 열대야 예상. 제습기 사용으로 적정한 실내 온도 유지 등 건강관리에 유의하시기 바랍니다. [의성군],2
2024-09-07,17:24:46,서울특별시,서울경찰청,실종,18,"강남구 주민인 윤정기씨(여,95세)를 찾습니다-158cm,긴팔꽃무늬셔츠,밤색계통겨울바지,백팩,지팡이,짧은커트머리 vo.la/MibPfO /☎112 [서울경찰청]",1
2025-01-26,20:24:47,전라남도,곡성군,한파,15,"27일 새벽부터 많은 눈이 예상되오니 안전운행, 낙상주의, 시설물 안전 등에 유의하시기 바랍니다.[곡성군]",2
2024-09-17,14:13:41,부산광역시,부산시,폭염,7,"오후 2시 부산 전지역 폭염경보 발효. 장시간 야외활동 및 1인 작업 자제, 폭염안전수칙(물,그늘,바람,휴식) 준수로 온열질환 예방바랍니다.[부산시]",3
2025-03-27,13:10:45,전북특별자치도,익산시,산불,3,산불재난 국가위기경보 심각단계 발령. 산불 발생 위험이 높으니 영농부산물 및 쓰레기 소각 행위 금지 등 산불 예방에 적극 협조해 주시기 바랍니다. [익산시],1
2024-08-03,14:38:49,경기도,고양시청,폭염,7,"고양시 전역 폭염경보 발효중. 무더위 시간대(14~17시) 야외작업 자제, 폭염안전수칙(물,그늘,휴식)준수 등 건강에 유의하시기 바랍니다. [고양시청]",2
2024-09-21,9:59:24,부산광역시,북구,교통,20,현재 북구 전역에 도로 침수 및 멘홀 분출 등 피해가 발생하고 있으니 차량이용을 자제해주시기 바랍니다. [북구],2
2023-12-05,20:12:51,광주광역시,,실종,18,"[광주경찰청] 동구에서 배회중인 강대옥씨(남, 74세)를 찾습니다 - 173cm, 50kg, 검정잠바, 검정바지, 남색운동화 vo.la/njkro / ☎182",1
2024-08-11,16:03:05,충청남도,부여군,폭염,7,"매우 더운 날씨 지속중입니다. 수분을 충분히 섭취하고, 현기증·메스꺼움 증상 시 즉시 휴식 및 증상 지속시 119에 신고하는 등 건강에 유의 바랍니다.[부여군]",2
2025-01-28,6:01:19,경기도,광주시,대설,13,광주시 대설경보 발효중 ▲내집 앞 눈치우기 ▲외출 자제 ▲차량 운행 시 감속 ▲결빙주의 등 안전에 유의하시기 바랍니다. [광주시],2
2024-08-03,14:05:21,경상북도,봉화군,하천,23,하천·계곡에서 물놀이 및 다슬기 채취 시▲구명조끼 착용 필수▲어린이는 보호자와 함께 수영▲음주수영 금지▲다이빙 금지 등 수상안전수칙 준수 바랍니다.[봉화군],1
2024-07-20,7:39:00,전북특별자치도,행정안전부,호우,6,"오늘 07:35 전북(군산) 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 대피 권고를 받으면 즉시 대피하세요. [행정안전부]",3
2024-09-11,17:32:40,경상북도,행정안전부,호우,6,"오늘 17:25 경북(예천) 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험 지역에는 가지 마시고, 하천 범람에 주의하세요. [행정안전부]",3
2024-07-13,15:00:58,경상남도,경상남도,호우,6,"밤부터 많은 비가 예상되니 계곡, 해안가, 하천변 등 접근을 삼가 주시고, 선행 강우로 인한 산사태 우려가 있으니, 안전에 유의하여 주시기 바랍니다. [경상남도]",2
2024-08-07,2:00:19,강원특별자치도,한국수자원공사,하천,23,8월7일 03시00분부터 광동댐 여수로 자연월류로 하천수위 상승 예상. 하천주변에 계신 경우 안전한 곳으로 대피바랍니다.[한국수자원공사],2
2024-02-22,6:00:07,충청북도,충주시,한파,15,"오전까지 많은 눈, 출근길 안전사고 우려▲차량 서행 및 안전거리 확보▲대중교통 이용 권고▲보행시 낙상주의▲내집·내점포 앞 눈치우기에 적극 동참바랍니다.[충주시]",2
2024-07-08,7:14:14,충청북도,금강홍수통제소,홍수,5,"오늘 07:10 보청천 옥천군(산계교)지점 홍수주의보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/sTNjX [금강홍수통제소]",3
2024-01-23,18:00:39,경기도,광명시청,한파,15,"강추위가 계속되오니 외출 자제, 방한복 착용으로 한파에 대비하시고, 화재 및 수도동파에도 주의하시기 바랍니다.[광명시청]",2
2024-08-14,14:33:32,경기도,포천시,폭염,7,포천시 전역 폭염경보 발효 중입니다. 한낮 외출 및 야외활동 자제하시고 규칙적으로 물을 자주 마시면서 건강관리 잘하시기 바랍니다.[포천시],2
2025-03-30,11:42:38,전라남도,화순군,산불,3,"산불재난 국가위기경보 심각단계 발령, 작은 실수가 큰 산불을 냅니다. ▶불법소각금지, 성묘 및 입산자제 등 산불예방에 적극협조 바랍니다. [화순군]",1
2024-08-02,18:21:36,광주광역시,광주광역시,물놀이,21,휴가철 물놀이 안전수칙을 준수하여 주시기 바랍니다 ▲충분한 준비 운동▲구명조끼 착용▲안전구역에서 물놀이▲음주 후 수영금지▲어린이는 보호자와 동행 [광주광역시],1
2024-12-21,18:30:53,대구광역시,군위군,대설,13,"금일 강설로 인하여 오늘 밤사이 도로결빙 등이 우려되니 고갯길, 교량 등에서 서행운전 하시고, 보행시 낙상 등 안전에 유의하시기 바랍니다. [군위군]",2
2024-07-27,14:00:15,강원특별자치도,"원주시, 한국수자원공사",교통,20,"횡성댐 방류에 따라 남한강변, 섬강변 저지대에 계신분 안전한곳 대피▲차량,시설물 안전한 곳 이동▲하천변 접근금지 등 안전에 유의바랍니다.[원주시, 한국수자원공사]",2
2025-01-28,8:08:26,경상북도,안동시,한파,15,"밤사이 내린 눈으로 도로결빙이 우려되니 차량감속운전 및 안전거리 확보, 보행 시 미끄럼에 주의하시고, 내집, 내점포 앞 눈 치우기 운동에 동참 바랍니다.[안동시]",2
2025-04-07,11:54:43,경상북도,안동시,건조,2,건조한 날씨와 강풍으로 산불 발생 위험이 높습니다. ▲입산 시 화기 소지 금지 ▲소각행위 절대 금지 ▲3년 이하의 징역 또는 3천만원 이하의 벌금[안동시],1
2024-09-21,20:57:11,경상남도,낙동강홍수통제소,홍수,5,"오늘 20:50 영천강 진주시(옥산교)지점 홍수경보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/lFFdCs [낙동강홍수통제소]",3
2024-06-20,11:21:48,제주특별자치도,제주도,호우,6,"금일(20일) 11:00 제주도 남부 및 남부중산간 지역 호우경보 발효되었으니  도민께서는 저지대, 침수 등 안전에 유의 바랍니다. [제주도]",3
2025-04-06,15:30:10,경상남도,창원시,산불,3,산불 위기경보 심각 단계 발령 중▲산림 주변 소각행위 금지▲실수로 산불을 내더라도 3년 이하의 징역형에 처해질 수 있습니다. [창원시],1
2024-08-23,9:05:25,전북특별자치도,무주군,폭염,7,"무주군 폭염주의보 발효중, 충분한 수분섭취, 한낮(12~17시) 농작업 및 공사작업 등 자제, 외출 시 양산쓰기 등 건강관리에 유의하시기 바랍니다.[무주군]",2
2024-08-05,14:59:19,경상남도,거창군,호우,6,거창군 14:25 호우주의보 발효. 소나기성 단시간 폭우가 예상되므로 산간계곡 및 하천변 지역 야영객 및 물놀이객은 안전한 곳으로 이동하시기 바랍니다. [거창군],4
2023-11-15,10:14:52,서울특별시,,실종,18,"[서울경찰청] 동작구에서 실종된 김이화씨(남, 46세)를 찾습니다 -168cm, 남색잠바, 청바지, 검정캡모자, 검정운동화 vo.la/aUmGq / ☎182",1
2024-11-28,15:46:52,경기도,경기동서순환도로(주),교통,20,"봉담방면 남봉담IC 부근 사고 처리중으로 전면 교통통제 중입니다. 교통정보를 미리 확인하시고, 우회 도로를 이용해 주세요. [경기동서순환도로(주)]",2
2024-08-24,11:30:03,전라남도,완도군,폭염,7,"폭염이 지속되어 온열질환 발생위험이 높습니다. △논,밭,건설현장 등 야외활동자제 △폭염 안전수칙(물, 그늘, 휴식) 준수 등 건강관리에 유의바랍니다. [완도군]",2
2024-09-19,19:39:58,충청남도,서천군,대조기,11,9.20(금) 3시30분부터 서천군 해수면 수위차가 큰 대조기로 해안가 저지대 지역 침수·범람의 우려가 있으므로 안전에 유의하시기 바랍니다.[서천군],2
2024-08-17,9:58:51,부산광역시,해운대구,물놀이,21,여름철 물놀이 안전수칙을 준수하여 주시기 바랍니다. ▲구명조끼 착용 ▲야간 및 음주 후 수영 금지 ▲충분한 준비운동 ▲어린이는 보호자와 동행 [해운대구],1
2024-04-19,15:26:48,부산광역시,금정구,기타,24,금일 14시경 윤산 인근 지역(금정여고 주변)에 멧돼지 출몰 신고가 있으니 주위를 지나는 주민들께서는 안전사고에 유의하시기 바랍니다. [금정구],3
2025-01-09,18:34:25,대전광역시,대전광역시,한파,15,한파로 인하여 영하의 기온이 지속될 전망입니다. ▲수도 동파 대비 ▲외출 자제 ▲방한용품 착용 ▲한파쉼터 개방 및 이용 등 안전에 유의하세요. [대전광역시],2
2024-02-23,6:33:59,충청남도,공주시,교통,20,"어제부터 내린 비가 영하의 기온으로 도로 결빙이 우려되오니 차량 사고 및 보행자 낙상사고 등 안전사에 주의하시고 가급적 대중교통을 이용하시기 바랍니다.
[공주시]",2
2025-04-17,14:00:05,경상남도,고성군,산불,3,산불 예방을 위해▲입산금지구역 입산금지▲논·밭두렁 소각금지▲예초기 작업시 주의하시기 바랍니다.[고성군],1
2023-09-19,16:18:39,서울특별시,,교통,20,[강남구] 언주역 인근 도로 지반 침하로 인한 봉은사로 차량 통제가 완전 해제되었음을 알려드립니다.,1
2024-08-04,11:12:41,인천광역시,인천광역시,폭염,7,"폭염경보 지속 발효 중. 부모님께 안부전화 드리기, 낮시간 야외활동 자제, 폭염 안전수칙(물,그늘,휴식) 준수 등 건강관리에 유의 바랍니다.[인천광역시]",2
2023-10-31,18:23:47,서울특별시,,실종,18,"[서울경찰청] 강서구에서 배회중인 임정순씨(여, 76세)를 찾습니다 -156cm, 꽃무늬남색블라우스, 남색바지,분홍운동화,지팡이 vo.la/PsNJm / ☎182",1
2023-09-17,7:32:05,부산광역시,,교통,20,[사상구]금일 새벽부터 내린 폭우로 인해 감전동 새벽로 일원 교통통제중 입니다. 해당구간  우회바랍니다.,2
2023-09-12,11:14:50,서울특별시,,교통,20,[강남구] 언주역 8번출구 앞 도로 침하로 인해 선정릉역 방향으로 교통정체가 심화되고 있으니 인근 차량은 우회하여 주시기 바랍니다.,2
2025-04-02,16:06:03,충청남도,아산시,화재,19,오늘 14:40경 영인면 신봉리 성도이엔지 공장 화재 발생. 다량의 연기가 발생하고 있으니 주민은 안전에 유의하시기 바랍니다. [아산시],2
2024-11-27,17:15:14,충청남도,금산군,한파,15,"오늘밤 금산군 전지역에 많은 눈이 예상됩니다. △적설취약시설 비닐하우스, 축사점검△빙판길 안전거리 확보 및 감속운전△가급적 대중교통 이용바랍니다.[금산군]",2
2025-01-08,14:03:18,경기도,의정부시,한파,15,"오늘 밤부터 기온이 많이 떨어지니 보온에 신경 쓰시고 헌 옷 등을 이용하여 수도 계량기를 감싸 동파방지, 빙판길 주의 등 한파 피해 예방에 유의해주세요[의정부시]",2
2024-08-20,11:06:18,경상남도,밀양시,폭염,7,"관내 폭염경보 발효중입니다.오후시간(14~17시)공사,농업현장,비닐하우스 작업은 최대한 자제,폭염안전수칙(물,그늘,휴식)에따라 철저한 건강관리 바랍니다.[밀양시]",2
2024-09-22,11:14:20,전라남도,진도군,교통,20,두목재 구간 임시복구 완료하여 차량통제 해제되었습니다. 안전에 유의하여 서행운전 바랍니다. [진도군],1
2024-11-27,10:40:10,경기도,제이서해안고속도로(주),교통,20,평택시흥고속도로 시흥방향 군자JCT 제한으로 남안산IC로 우회하여주시기 바랍니다. [제이서해안고속도로(주)],2
2024-08-01,18:08:57,대구광역시,군위군,폭염,7,"낮에는 폭염, 밤에는 열대야입니다. ▲장시간 야외활동(작업) 자제▲폭염예방안전수칙(물,그늘,휴식)을 준수하여 밤낮 건강관리에 유의 바랍니다. [군위군]",2
2024-08-12,11:19:30,경기도,고양시청,폭염,7,"고양시 전역 폭염경보 발효 중. 무더위시간대(14~17시) 야외 작업 자제, 폭염안전수칙(물,그늘,휴식)준수 등 건강관리에 유의하시기 바랍니다. [고양시청]",2
2025-03-02,19:07:41,대구광역시,대구광역시,한파,15,내일 새벽부터 눈·비 예보 및 도로결빙우려 ▲미끄럼 사고 주의 및 차량 감속운행 ▲농작물 등 습설 피해예방 ▲보행자 낙상 주의 등 안전에 유의바랍니다[대구광역시],2
2025-01-28,7:05:02,충청남도,서천군,한파,15,"29일(수)까지 많은 눈 예상. 비닐하우스, 축사 등 적설취약시설 붕괴 피해 예방과 노후주택 등 붕괴 위험 시 마을회관 등으로 대피바랍니다.[서천군]",2
2024-10-18,18:14:31,부산광역시,해운대구,호우,6,"부산지역 호우주의보 발효 ▲하천변산책로, 장산계곡, 해안가저지대 등 침수위험지역 ▲산사태, 옹벽 등 붕괴우려지역 접근금지 등 안전에 유의 바랍니다[해운대구]",3
2024-08-07,13:19:37,경상남도,하동군,물놀이,21,"물놀이 사고예방을 위해 하천, 계곡 등 물놀이 시▲입수 전 준비운동▲구명조끼 착용▲안전구역에서 물놀이▲음주 후 수영금지 등 안전수칙을 준수바랍니다[하동군]",1
2024-10-06,19:07:35,전북특별자치도,전북경찰청,실종,18,"익산시 주민인 이관호씨(남,49세)를 찾습니다-170cm,마른체격,스포츠머리,남색반팔티,검정반바지,검정크록스신발
vo.la/RDtZDU /☎112 [전북경찰청]",1
2023-10-28,10:05:05,충청남도,,실종,18,"[충남경찰청] 아산시에서 배회중인 우은채(여, 15세)를 찾습니다 -178cm,75kg, 검정잠바, 하늘색체육복바지, 검정슬리퍼 vo.la/eCsKA / ☎182",1
2023-09-27,16:11:55,경기도,,기타,24,"[군포시] 추석연휴 중 9.30.(토), 10.2.(월) (오전 09:00~12:00) 보건소 선별진료소 운영하오니, 이용에 참고 바랍니다.",1
2024-08-30,10:44:02,전북특별자치도,고창군,폭염,7,"폭염경보 발효 중. 영농·야외작업자 활동자제, 무더위 쉼터이용, 충분한 수분섭취, 폭염안전수칙(물,그늘,휴식)준수 등으로 안전에 유의바랍니다. [고창군]",2
2024-03-19,20:10:40,강원특별자치도,행정안전부,대설,13,"오늘 20:10 대설주의보 발령. 내 집 앞 눈 치우기에 동참해 주세요. 차량 운행은 자제하시고, 출퇴근 시에는 대중교통을 이용해 주세요.[행정안전부]",3
2024-01-17,14:41:36,강원특별자치도,인제군청,대설,13,"금일 밤까지 대설 영향 지속,비닐하우스 등 시설물 피해 대비,취약계층 외출자제, 도로 운행 시 반드시 서행 등 안전에 각별히 유의하여 주시기 바랍니다.[인제군청]",2
2025-04-12,9:36:12,경상남도,산청군,산불,3,"산불 피해지원상담 중앙(경남)합동지원센터 안내 ■시간: 08~20시(주말, 공휴일도 운영) ■장소: 시천게이트볼장 ■피해시설 복구 및 보험 지급 상담 등[산청군]",1
2025-04-11,17:00:24,강원특별자치도,행정안전부,건조,2,건조한 날씨와 강풍으로 작은 부주의가 대형산불로 번질 수 있습니다. ▲산림 주변 소각 금지 ▲입산을 자제하여 주시기 바랍니다. [행정안전부],1
